shipment_id,order_id,carrier_id,lane_id,promised_delivery_ts,actual_delivery_ts,shipping_cost,late_penalty_cost,on_time_flag
SHP-009032,ORD-009032,CR-ECO,LN-013,2024-11-29T19:16:00,2024-11-26T14:18:15,8.17,0.0,1
SHP-009033,ORD-009033,CR-ECO,LN-025,2024-08-19T23:16:00,2024-08-15T12:37:23,6.46,0.0,1
SHP-009034,ORD-009034,CR-STD,LN-002,2025-02-05T23:35:00,2025-02-07T19:16:31,14.5,11.37,0
SHP-009035,ORD-009035,CR-REG,LN-012,2025-07-29T20:07:00,2025-08-04T22:54:49,15.26,26.41,0
SHP-009036,ORD-009036,CR-STD,LN-023,2025-12-03T07:46:00,2025-12-04T01:31:47,13.28,7.59,0
SHP-009037,ORD-009037,CR-EXP,LN-023,2024-07-04T20:20:00,2024-07-06T02:49:11,21.82,9.45,0
SHP-009038,ORD-009038,CR-EXP,LN-024,2025-10-18T23:49:00,2025-10-21T05:16:40,23.06,12.8,0
SHP-009039,ORD-009039,CR-REG,LN-010,2024-05-09T07:16:00,2024-05-10T13:26:17,14.31,9.4,0
SHP-009040,ORD-009040,CR-REG,LN-021,2024-12-04T05:38:00,2024-12-06T01:18:03,18.81,11.37,0
SHP-009041,ORD-009041,CR-REG,LN-025,2025-12-30T07:29:00,2025-12-29T05:31:20,14.91,0.0,1
SHP-009042,ORD-009042,CR-ECO,LN-017,2025-12-07T07:15:00,2025-12-06T16:58:14,9.03,0.0,1
SHP-009043,ORD-009043,CR-ECO,LN-023,2024-01-11T12:15:00,2024-01-10T05:30:37,10.78,0.0,1
SHP-009044,ORD-009044,CR-REG,LN-020,2024-05-13T03:15:00,2024-05-15T12:00:51,14.57,13.28,0
SHP-009045,ORD-009045,CR-REG,LN-005,2024-03-31T01:08:00,2024-03-30T15:05:53,16.84,0.0,1
SHP-009046,ORD-009046,CR-ECO,LN-001,2025-11-02T18:08:00,2025-10-28T04:10:27,6.73,0.0,1
SHP-009047,ORD-009047,CR-ECO,LN-004,2024-03-08T13:43:00,2024-03-07T15:08:40,12.44,0.0,1
SHP-009048,ORD-009048,CR-EXP,LN-001,2025-03-27T23:12:00,2025-03-28T01:46:45,20.45,5.38,0
SHP-009049,ORD-009049,CR-STD,LN-010,2024-11-16T18:51:00,2024-11-17T00:25:14,13.02,5.81,0
SHP-009050,ORD-009050,CR-ECO,LN-021,2025-12-18T17:03:00,2025-12-22T01:09:59,13.27,16.68,0
SHP-009051,ORD-009051,CR-REG,LN-003,2024-05-23T18:41:00,2024-05-25T21:08:10,18.96,12.36,0
SHP-009052,ORD-009052,CR-STD,LN-004,2025-12-16T08:02:00,2025-12-19T09:13:55,16.7,15.67,0
SHP-009053,ORD-009053,CR-REG,LN-021,2025-10-22T18:55:00,2025-10-24T11:49:41,14.14,10.97,0
SHP-009054,ORD-009054,CR-STD,LN-016,2024-10-14T19:42:00,2024-10-13T05:30:39,16.86,0.0,1
SHP-009055,ORD-009055,CR-REG,LN-001,2025-10-26T11:33:00,2025-10-24T14:26:32,12.78,0.0,1
SHP-009056,ORD-009056,CR-REG,LN-015,2024-11-02T13:11:00,2024-11-04T04:10:05,13.98,10.69,0
SHP-009057,ORD-009057,CR-ECO,LN-015,2024-06-27T19:47:00,2024-06-26T07:42:28,8.26,0.0,1
SHP-009058,ORD-009058,CR-STD,LN-022,2024-11-12T11:59:00,2024-11-12T20:12:22,16.36,6.2,0
SHP-009059,ORD-009059,CR-EXP,LN-012,2025-10-17T07:19:00,2025-10-19T17:03:07,27.62,13.42,0
SHP-009060,ORD-009060,CR-STD,LN-005,2025-07-07T03:20:00,2025-07-05T08:17:27,12.22,0.0,1
SHP-009061,ORD-009061,CR-REG,LN-019,2025-11-25T00:42:00,2025-11-23T16:02:01,16.07,0.0,1
SHP-009062,ORD-009062,CR-STD,LN-025,2025-12-02T08:00:00,2025-11-29T13:35:45,15.63,0.0,1
SHP-009063,ORD-009063,CR-ECO,LN-011,2025-12-30T23:07:00,2025-12-30T00:25:24,8.09,0.0,1
SHP-009064,ORD-009064,CR-EXP,LN-008,2025-09-18T20:14:00,2025-09-21T03:32:49,27.7,13.07,0
SHP-009065,ORD-009065,CR-REG,LN-012,2025-01-20T11:10:00,2025-01-22T10:33:43,16.72,11.91,0
SHP-009066,ORD-009066,CR-EXP,LN-005,2025-01-15T07:55:00,2025-01-17T02:29:20,23.14,11.21,0
SHP-009067,ORD-009067,CR-REG,LN-013,2025-06-30T00:05:00,2025-06-29T11:49:31,13.03,0.0,1
SHP-009068,ORD-009068,CR-EXP,LN-007,2024-12-28T22:00:00,2024-12-28T11:28:58,25.21,0.0,1
SHP-009069,ORD-009069,CR-EXP,LN-002,2024-04-03T00:13:00,2024-04-05T11:54:26,23.69,13.7,0
SHP-009070,ORD-009070,CR-STD,LN-014,2024-09-25T05:00:00,2024-09-24T22:31:51,13.72,0.0,1
SHP-009071,ORD-009071,CR-EXP,LN-023,2025-10-03T23:42:00,2025-10-05T18:48:30,23.48,11.29,0
SHP-009072,ORD-009072,CR-STD,LN-016,2025-05-02T19:21:00,2025-05-01T23:13:47,14.93,0.0,1
SHP-009073,ORD-009073,CR-ECO,LN-023,2025-10-29T00:24:00,2025-10-27T09:38:13,11.11,0.0,1
SHP-009074,ORD-009074,CR-STD,LN-023,2024-09-16T00:01:00,2024-09-16T00:45:51,12.73,5.11,0
SHP-009075,ORD-009075,CR-REG,LN-019,2025-12-27T20:43:00,2025-12-26T04:10:03,13.24,0.0,1
SHP-009076,ORD-009076,CR-REG,LN-013,2024-03-07T08:28:00,2024-03-06T21:16:24,17.31,0.0,1
SHP-009077,ORD-009077,CR-REG,LN-001,2025-08-11T01:36:00,2025-08-09T16:24:24,11.34,0.0,1
SHP-009078,ORD-009078,CR-EXP,LN-012,2024-12-11T00:15:00,2024-12-14T23:21:35,27.87,18.87,0
SHP-009079,ORD-009079,CR-ECO,LN-006,2025-10-25T08:31:00,2025-10-24T20:19:04,12.0,0.0,1
SHP-009080,ORD-009080,CR-REG,LN-020,2025-08-25T02:43:00,2025-08-26T20:49:20,14.44,11.14,0
SHP-009081,ORD-009081,CR-REG,LN-019,2025-12-03T15:54:00,2025-12-01T18:29:53,11.85,0.0,1
SHP-009082,ORD-009082,CR-REG,LN-015,2025-03-28T22:28:00,2025-03-30T14:42:17,17.37,10.87,0
SHP-009083,ORD-009083,CR-REG,LN-009,2025-10-14T17:19:00,2025-10-15T17:24:05,19.26,8.51,0
SHP-009084,ORD-009084,CR-STD,LN-001,2025-10-30T11:39:00,2025-10-28T06:08:57,10.67,0.0,1
SHP-009085,ORD-009085,CR-ECO,LN-009,2024-03-26T20:32:00,2024-03-28T23:28:55,8.44,12.43,0
SHP-009086,ORD-009086,CR-STD,LN-025,2024-07-07T16:30:00,2024-07-04T21:38:22,14.02,0.0,1
SHP-009087,ORD-009087,CR-STD,LN-009,2024-12-13T01:24:00,2024-12-14T15:51:28,16.95,10.61,0
SHP-009088,ORD-009088,CR-ECO,LN-025,2025-06-12T03:39:00,2025-06-08T05:00:59,6.36,0.0,1
SHP-009089,ORD-009089,CR-EXP,LN-012,2025-12-26T02:46:00,2025-12-29T20:01:32,25.36,18.02,0
SHP-009090,ORD-009090,CR-ECO,LN-001,2024-03-14T20:37:00,2024-03-10T18:36:11,6.83,0.0,1
SHP-009091,ORD-009091,CR-REG,LN-003,2025-09-23T05:21:00,2025-09-26T09:20:59,17.94,16.08,0
SHP-009092,ORD-009092,CR-STD,LN-016,2025-01-27T00:27:00,2025-01-27T14:02:08,13.58,6.98,0
SHP-009093,ORD-009093,CR-ECO,LN-007,2024-03-16T11:54:00,2024-03-11T13:09:01,8.28,0.0,1
SHP-009094,ORD-009094,CR-ECO,LN-021,2024-03-01T04:11:00,2024-03-02T01:16:18,13.73,8.08,0
SHP-009095,ORD-009095,CR-ECO,LN-010,2024-12-08T00:51:00,2024-12-08T07:52:33,11.95,6.02,0
SHP-009096,ORD-009096,CR-EXP,LN-001,2025-08-23T03:16:00,2025-08-22T21:08:41,25.58,0.0,1
SHP-009097,ORD-009097,CR-STD,LN-013,2024-02-08T12:35:00,2024-02-06T21:23:54,12.02,0.0,1
SHP-009098,ORD-009098,CR-ECO,LN-017,2024-06-17T15:48:00,2024-06-17T02:16:12,7.95,0.0,1
SHP-009099,ORD-009099,CR-ECO,LN-007,2025-01-15T20:05:00,2025-01-10T11:36:00,6.15,0.0,1
SHP-009100,ORD-009100,CR-ECO,LN-012,2025-08-16T00:36:00,2025-08-18T21:54:59,9.99,15.11,0
SHP-009101,ORD-009101,CR-REG,LN-002,2025-02-05T11:31:00,2025-02-07T14:56:12,15.82,12.5,0
SHP-009102,ORD-009102,CR-REG,LN-011,2025-09-15T13:46:00,2025-09-14T16:23:12,12.53,0.0,1
SHP-009103,ORD-009103,CR-ECO,LN-024,2024-06-19T06:07:00,2024-06-19T09:07:19,12.96,5.44,0
SHP-009104,ORD-009104,CR-EXP,LN-025,2025-12-28T00:16:00,2025-12-28T02:46:11,23.15,5.37,0
SHP-009105,ORD-009105,CR-STD,LN-025,2024-03-05T22:11:00,2024-03-03T18:41:50,11.01,0.0,1
SHP-009106,ORD-009106,CR-EXP,LN-006,2025-11-12T03:09:00,2025-11-12T14:15:04,25.98,6.62,0
SHP-009107,ORD-009107,CR-REG,LN-012,2025-09-10T14:46:00,2025-09-15T19:20:24,18.09,23.17,0
SHP-009108,ORD-009108,CR-REG,LN-004,2025-11-24T22:27:00,2025-11-28T09:23:56,14.55,17.1,0
SHP-009109,ORD-009109,CR-ECO,LN-020,2025-05-17T13:13:00,2025-05-15T17:34:06,7.35,0.0,1
SHP-009110,ORD-009110,CR-EXP,LN-011,2025-04-11T17:49:00,2025-04-13T10:07:49,26.38,10.88,0
SHP-009111,ORD-009111,CR-STD,LN-016,2025-02-25T20:30:00,2025-02-25T12:03:53,16.88,0.0,1
SHP-009112,ORD-009112,CR-ECO,LN-016,2024-09-09T08:48:00,2024-09-07T02:13:27,7.89,0.0,1
SHP-009113,ORD-009113,CR-ECO,LN-004,2024-04-26T14:19:00,2024-04-29T17:45:33,11.69,16.0,0
SHP-009114,ORD-009114,CR-EXP,LN-006,2025-05-06T14:00:00,2025-05-08T12:25:12,24.71,11.77,0
SHP-009115,ORD-009115,CR-STD,LN-019,2025-06-03T00:43:00,2025-05-31T02:50:20,14.91,0.0,1
SHP-009116,ORD-009116,CR-ECO,LN-009,2024-11-19T21:21:00,2024-11-20T06:23:44,10.51,6.32,0
SHP-009117,ORD-009117,CR-STD,LN-007,2024-12-22T22:28:00,2024-12-20T04:30:18,11.21,0.0,1
SHP-009118,ORD-009118,CR-EXP,LN-003,2025-07-05T15:11:00,2025-07-07T05:25:50,23.63,10.58,0
SHP-009119,ORD-009119,CR-STD,LN-003,2025-04-01T10:18:00,2025-04-03T09:09:32,17.41,11.83,0
SHP-009120,ORD-009120,CR-STD,LN-025,2025-11-03T07:10:00,2025-11-01T00:53:44,15.7,0.0,1
SHP-009121,ORD-009121,CR-ECO,LN-007,2025-01-24T18:56:00,2025-01-19T12:44:04,10.21,0.0,1
SHP-009122,ORD-009122,CR-REG,LN-014,2024-02-01T13:53:00,2024-02-02T13:32:48,16.6,8.45,0
SHP-009123,ORD-009123,CR-REG,LN-002,2024-03-12T01:20:00,2024-03-17T04:21:11,18.03,22.94,0
SHP-009124,ORD-009124,CR-ECO,LN-014,2024-05-23T20:50:00,2024-05-24T00:49:12,11.16,5.58,0
SHP-009125,ORD-009125,CR-REG,LN-011,2025-01-29T12:31:00,2025-01-29T19:08:33,17.01,5.97,0
SHP-009126,ORD-009126,CR-ECO,LN-020,2025-10-11T10:46:00,2025-10-12T10:52:41,11.02,8.52,0
SHP-009127,ORD-009127,CR-REG,LN-010,2024-06-09T04:36:00,2024-06-13T11:51:08,16.84,20.06,0
SHP-009128,ORD-009128,CR-REG,LN-021,2025-04-04T03:31:00,2025-04-07T19:58:47,19.45,17.9,0
SHP-009129,ORD-009129,CR-ECO,LN-014,2024-04-16T11:59:00,2024-04-15T01:43:00,11.43,0.0,1
SHP-009130,ORD-009130,CR-EXP,LN-016,2025-04-12T14:39:00,2025-04-14T09:07:38,23.39,11.19,0
SHP-009131,ORD-009131,CR-STD,LN-015,2025-08-21T04:58:00,2025-08-20T00:45:41,13.67,0.0,1
SHP-009132,ORD-009132,CR-STD,LN-022,2024-11-12T10:31:00,2024-11-10T11:54:49,12.0,0.0,1
SHP-009133,ORD-009133,CR-ECO,LN-009,2024-04-10T10:44:00,2024-04-13T17:54:37,8.13,16.55,0
SHP-009134,ORD-009134,CR-STD,LN-013,2025-05-26T08:38:00,2025-05-24T13:10:23,13.62,0.0,1
SHP-009135,ORD-009135,CR-REG,LN-011,2025-10-26T15:15:00,2025-10-26T20:36:12,14.33,5.78,0
SHP-009136,ORD-009136,CR-STD,LN-017,2025-08-05T09:03:00,2025-08-06T09:01:31,12.52,8.5,0
SHP-009137,ORD-009137,CR-REG,LN-021,2024-06-29T19:09:00,2024-07-03T12:00:53,17.82,17.96,0
SHP-009138,ORD-009138,CR-REG,LN-005,2025-08-02T14:26:00,2025-08-02T18:08:48,17.15,5.54,0
SHP-009139,ORD-009139,CR-REG,LN-022,2025-02-10T23:33:00,2025-02-12T10:36:06,17.47,10.11,0
SHP-009140,ORD-009140,CR-ECO,LN-005,2024-03-19T04:39:00,2024-03-17T10:48:44,7.48,0.0,1
SHP-009141,ORD-009141,CR-ECO,LN-005,2025-04-19T00:01:00,2025-04-17T07:28:55,10.12,0.0,1
SHP-009142,ORD-009142,CR-ECO,LN-008,2025-02-26T01:05:00,2025-02-28T01:16:36,11.57,12.03,0
SHP-009143,ORD-009143,CR-EXP,LN-024,2025-10-31T06:35:00,2025-11-02T22:15:20,26.76,14.29,0
SHP-009144,ORD-009144,CR-REG,LN-018,2025-04-30T08:31:00,2025-05-02T11:07:52,16.83,12.38,0
SHP-009145,ORD-009145,CR-ECO,LN-007,2025-07-11T22:11:00,2025-07-07T02:25:32,9.4,0.0,1
SHP-009146,ORD-009146,CR-ECO,LN-006,2024-09-22T11:13:00,2024-09-19T13:59:51,11.26,0.0,1
SHP-009147,ORD-009147,CR-REG,LN-025,2025-09-29T17:01:00,2025-09-27T20:11:38,13.86,0.0,1
SHP-009148,ORD-009148,CR-EXP,LN-017,2025-06-03T07:36:00,2025-06-05T05:04:01,24.8,11.63,0
SHP-009149,ORD-009149,CR-EXP,LN-007,2024-02-22T08:28:00,2024-02-21T18:07:28,24.36,0.0,1
SHP-009150,ORD-009150,CR-STD,LN-003,2025-09-10T19:50:00,2025-09-14T15:23:44,16.74,18.35,0
SHP-009151,ORD-009151,CR-EXP,LN-012,2025-09-27T13:22:00,2025-10-02T00:00:16,28.21,20.55,0
SHP-009152,ORD-009152,CR-STD,LN-015,2025-11-12T19:11:00,2025-11-12T02:00:38,15.47,0.0,1
SHP-009153,ORD-009153,CR-STD,LN-015,2024-07-10T14:20:00,2024-07-11T11:11:34,11.3,8.04,0
SHP-009154,ORD-009154,CR-ECO,LN-003,2025-12-27T21:38:00,2025-12-30T07:02:38,9.31,13.37,0
SHP-009155,ORD-009155,CR-REG,LN-008,2024-08-30T05:53:00,2024-08-31T18:54:16,17.99,10.4,0
SHP-009156,ORD-009156,CR-STD,LN-021,2024-04-29T13:53:00,2024-04-29T21:22:56,13.25,6.09,0
SHP-009157,ORD-009157,CR-STD,LN-001,2025-11-20T14:37:00,2025-11-18T03:19:09,10.69,0.0,1
SHP-009158,ORD-009158,CR-ECO,LN-023,2024-10-23T04:27:00,2024-10-21T01:22:45,12.36,0.0,1
SHP-009159,ORD-009159,CR-STD,LN-013,2024-08-07T12:31:00,2024-08-05T10:10:56,12.97,0.0,1
SHP-009160,ORD-009160,CR-REG,LN-024,2025-12-28T17:42:00,2025-12-28T14:56:26,15.74,0.0,1
SHP-009161,ORD-009161,CR-ECO,LN-022,2025-01-30T07:40:00,2025-01-29T03:12:27,8.81,0.0,1
SHP-009162,ORD-009162,CR-STD,LN-010,2025-04-22T23:57:00,2025-04-23T02:07:43,14.74,5.32,0
SHP-009163,ORD-009163,CR-EXP,LN-019,2025-06-11T14:42:00,2025-06-11T12:17:21,20.48,0.0,1
SHP-009164,ORD-009164,CR-ECO,LN-002,2025-07-04T15:53:00,2025-07-07T12:18:31,13.68,14.98,0
SHP-009165,ORD-009165,CR-EXP,LN-009,2025-02-08T10:29:00,2025-02-11T21:33:06,22.46,17.11,0
SHP-009166,ORD-009166,CR-EXP,LN-005,2025-12-06T04:54:00,2025-12-08T08:05:32,24.73,12.47,0
SHP-009167,ORD-009167,CR-ECO,LN-005,2025-04-20T16:16:00,2025-04-18T17:14:08,11.05,0.0,1
SHP-009168,ORD-009168,CR-ECO,LN-019,2025-08-07T17:25:00,2025-08-02T07:31:20,5.84,0.0,1
SHP-009169,ORD-009169,CR-REG,LN-017,2025-06-26T09:30:00,2025-06-26T14:07:18,16.79,5.67,0
SHP-009170,ORD-009170,CR-EXP,LN-017,2024-11-16T01:22:00,2024-11-17T22:39:23,25.63,11.6,0
SHP-009171,ORD-009171,CR-STD,LN-002,2025-03-02T13:03:00,2025-03-05T01:33:46,14.83,13.82,0
SHP-009172,ORD-009172,CR-ECO,LN-023,2024-06-28T18:11:00,2024-06-29T02:02:45,8.95,6.15,0
SHP-009173,ORD-009173,CR-EXP,LN-019,2024-12-19T22:53:00,2024-12-20T01:02:34,21.04,5.31,0
SHP-009174,ORD-009174,CR-REG,LN-002,2025-03-13T11:21:00,2025-03-19T01:58:20,17.42,24.63,0
SHP-009175,ORD-009175,CR-ECO,LN-015,2024-06-23T21:06:00,2024-06-22T03:47:18,10.76,0.0,1
SHP-009176,ORD-009176,CR-STD,LN-004,2026-01-01T05:58:00,2026-01-03T15:57:01,16.79,13.46,0
SHP-009177,ORD-009177,CR-REG,LN-018,2025-11-23T10:39:00,2025-11-26T02:48:37,18.95,14.36,0
SHP-009178,ORD-009178,CR-STD,LN-008,2024-05-08T03:26:00,2024-05-10T20:22:03,17.14,14.47,0
SHP-009179,ORD-009179,CR-REG,LN-018,2024-08-04T16:01:00,2024-08-08T02:18:22,17.95,17.0,0
SHP-009180,ORD-009180,CR-STD,LN-003,2025-03-30T08:53:00,2025-04-01T13:45:31,14.52,12.71,0
SHP-009181,ORD-009181,CR-STD,LN-018,2024-01-16T05:38:00,2024-01-18T09:58:27,16.96,12.63,0
SHP-009182,ORD-009182,CR-EXP,LN-022,2024-07-03T01:16:00,2024-07-04T08:21:05,23.75,9.53,0
SHP-009183,ORD-009183,CR-REG,LN-017,2024-01-15T15:35:00,2024-01-15T16:07:19,18.47,5.08,0
SHP-009184,ORD-009184,CR-STD,LN-001,2025-03-16T11:31:00,2025-03-13T15:55:54,11.57,0.0,1
SHP-009185,ORD-009185,CR-ECO,LN-004,2024-08-29T06:31:00,2024-09-01T12:09:31,9.36,16.32,0
SHP-009186,ORD-009186,CR-EXP,LN-024,2024-09-12T01:17:00,2024-09-14T11:17:12,25.2,13.46,0
SHP-009187,ORD-009187,CR-ECO,LN-012,2025-06-29T09:38:00,2025-07-05T19:35:02,11.2,27.45,0
SHP-009188,ORD-009188,CR-REG,LN-010,2025-02-11T17:29:00,2025-02-13T08:01:52,19.09,10.62,0
SHP-009189,ORD-009189,CR-STD,LN-011,2025-03-09T03:21:00,2025-03-08T13:28:16,13.72,0.0,1
SHP-009190,ORD-009190,CR-EXP,LN-014,2025-04-06T22:54:00,2025-04-09T05:32:32,25.53,12.97,0
SHP-009191,ORD-009191,CR-STD,LN-019,2025-08-30T23:12:00,2025-08-28T19:02:17,12.18,0.0,1
SHP-009192,ORD-009192,CR-STD,LN-017,2024-01-31T06:36:00,2024-02-01T15:18:27,16.85,9.77,0
SHP-009193,ORD-009193,CR-REG,LN-008,2025-05-15T23:28:00,2025-05-19T23:11:18,19.36,18.96,0
SHP-009194,ORD-009194,CR-STD,LN-013,2024-09-06T14:07:00,2024-09-04T15:01:18,11.4,0.0,1
SHP-009195,ORD-009195,CR-STD,LN-006,2024-07-04T14:37:00,2024-07-03T15:24:03,14.51,0.0,1
SHP-009196,ORD-009196,CR-REG,LN-011,2024-08-16T17:35:00,2024-08-17T09:15:22,16.37,7.29,0
SHP-009197,ORD-009197,CR-REG,LN-015,2025-05-20T15:13:00,2025-05-20T11:56:20,15.12,0.0,1
SHP-009198,ORD-009198,CR-STD,LN-014,2025-06-09T22:31:00,2025-06-10T16:17:03,11.99,7.59,0
SHP-009199,ORD-009199,CR-REG,LN-001,2025-03-28T05:16:00,2025-03-26T07:02:31,15.93,0.0,1
SHP-009200,ORD-009200,CR-ECO,LN-018,2024-11-23T06:50:00,2024-11-24T00:23:31,10.38,7.56,0
SHP-009201,ORD-009201,CR-STD,LN-022,2024-03-21T11:58:00,2024-03-19T19:51:39,14.66,0.0,1
SHP-009202,ORD-009202,CR-EXP,LN-022,2024-06-19T03:58:00,2024-06-20T08:58:48,21.44,9.23,0
SHP-009203,ORD-009203,CR-ECO,LN-007,2024-05-26T23:30:00,2024-05-22T03:39:08,8.92,0.0,1
SHP-009204,ORD-009204,CR-STD,LN-003,2025-06-20T08:52:00,2025-06-22T18:02:57,13.82,13.34,0
SHP-009205,ORD-009205,CR-ECO,LN-019,2024-10-11T21:45:00,2024-10-07T21:36:48,11.05,0.0,1
SHP-009206,ORD-009206,CR-STD,LN-002,2024-03-10T03:41:00,2024-03-14T17:25:44,18.6,21.0,0
SHP-009207,ORD-009207,CR-EXP,LN-007,2024-07-01T23:16:00,2024-07-01T18:54:21,22.69,0.0,1
SHP-009208,ORD-009208,CR-REG,LN-002,2024-08-18T01:32:00,2024-08-22T19:03:18,18.08,21.56,0
SHP-009209,ORD-009209,CR-STD,LN-003,2025-06-08T02:52:00,2025-06-08T14:40:59,18.28,6.72,0
SHP-009210,ORD-009210,CR-STD,LN-002,2025-04-07T22:43:00,2025-04-11T12:39:02,14.49,17.53,0
SHP-009211,ORD-009211,CR-EXP,LN-004,2024-11-16T20:17:00,2024-11-18T16:23:53,27.13,11.43,0
SHP-009212,ORD-009212,CR-STD,LN-018,2024-08-20T08:25:00,2024-08-19T18:48:30,15.21,0.0,1
SHP-009213,ORD-009213,CR-REG,LN-022,2024-04-06T01:14:00,2024-04-06T20:21:38,15.36,7.79,0
SHP-009214,ORD-009214,CR-STD,LN-013,2024-12-09T19:48:00,2024-12-08T01:02:07,14.7,0.0,1
SHP-009215,ORD-009215,CR-REG,LN-004,2025-11-22T13:52:00,2025-11-25T04:49:06,15.55,14.18,0
SHP-009216,ORD-009216,CR-STD,LN-008,2024-02-03T01:39:00,2024-02-06T00:57:50,15.11,15.4,0
SHP-009217,ORD-009217,CR-ECO,LN-018,2024-10-30T10:36:00,2024-10-29T12:00:55,12.06,0.0,1
SHP-009218,ORD-009218,CR-REG,LN-023,2025-04-10T14:48:00,2025-04-10T22:42:29,17.71,6.15,0
SHP-009219,ORD-009219,CR-ECO,LN-004,2024-12-17T03:44:00,2024-12-16T12:16:04,11.88,0.0,1
SHP-009220,ORD-009220,CR-REG,LN-014,2024-08-20T10:02:00,2024-08-21T23:12:09,17.38,10.42,0
SHP-009221,ORD-009221,CR-EXP,LN-023,2025-11-14T23:14:00,2025-11-17T10:05:10,25.04,13.58,0
SHP-009222,ORD-009222,CR-ECO,LN-005,2025-04-12T02:20:00,2025-04-10T21:12:39,11.63,0.0,1
SHP-009223,ORD-009223,CR-ECO,LN-020,2025-09-28T09:12:00,2025-09-28T16:30:39,11.94,6.07,0
SHP-009224,ORD-009224,CR-EXP,LN-009,2025-08-28T19:24:00,2025-08-30T17:43:00,26.69,11.75,0
SHP-009225,ORD-009225,CR-REG,LN-014,2024-05-14T18:04:00,2024-05-14T20:28:48,13.69,5.35,0
SHP-009226,ORD-009226,CR-REG,LN-004,2025-06-07T17:36:00,2025-06-11T06:53:04,16.61,17.44,0
SHP-009227,ORD-009227,CR-EXP,LN-001,2025-04-26T05:06:00,2025-04-26T02:36:36,23.88,0.0,1
SHP-009228,ORD-009228,CR-EXP,LN-010,2025-06-20T00:26:00,2025-06-21T23:47:26,24.99,11.91,0
SHP-009229,ORD-009229,CR-STD,LN-001,2024-11-14T19:17:00,2024-11-12T17:31:00,12.79,0.0,1
SHP-009230,ORD-009230,CR-REG,LN-004,2024-05-13T11:11:00,2024-05-13T21:46:56,18.98,6.55,0
SHP-009231,ORD-009231,CR-EXP,LN-018,2025-02-05T00:31:00,2025-02-08T11:53:47,27.91,17.16,0
SHP-009232,ORD-009232,CR-EXP,LN-012,2024-07-04T13:38:00,2024-07-10T01:32:25,23.94,24.24,0
SHP-009233,ORD-009233,CR-EXP,LN-019,2025-02-16T12:58:00,2025-02-16T17:01:33,20.75,5.59,0
SHP-009234,ORD-009234,CR-ECO,LN-022,2025-11-17T23:54:00,2025-11-16T13:30:39,10.71,0.0,1
SHP-009235,ORD-009235,CR-EXP,LN-008,2024-10-29T13:18:00,2024-11-01T17:50:05,25.73,16.16,0
SHP-009236,ORD-009236,CR-EXP,LN-006,2024-09-03T18:19:00,2024-09-05T23:03:03,22.08,12.69,0
SHP-009237,ORD-009237,CR-ECO,LN-018,2025-04-17T01:49:00,2025-04-18T23:11:09,11.9,11.62,0
SHP-009238,ORD-009238,CR-REG,LN-022,2024-10-31T17:34:00,2024-11-02T00:07:45,15.75,9.46,0
SHP-009239,ORD-009239,CR-ECO,LN-025,2024-09-13T17:59:00,2024-09-09T10:02:46,9.07,0.0,1
SHP-009240,ORD-009240,CR-REG,LN-014,2024-12-03T04:23:00,2024-12-03T23:11:58,14.84,7.74,0
SHP-009241,ORD-009241,CR-STD,LN-020,2024-06-03T00:31:00,2024-06-02T23:25:43,16.76,0.0,1
SHP-009242,ORD-009242,CR-ECO,LN-024,2024-04-26T17:28:00,2024-04-25T10:45:39,11.62,0.0,1
SHP-009243,ORD-009243,CR-REG,LN-015,2024-02-29T05:04:00,2024-03-02T01:17:52,12.55,11.45,0
SHP-009244,ORD-009244,CR-REG,LN-025,2024-11-10T22:36:00,2024-11-09T15:03:18,12.91,0.0,1
SHP-009245,ORD-009245,CR-ECO,LN-023,2025-10-29T22:59:00,2025-10-30T10:17:50,11.29,6.65,0
SHP-009246,ORD-009246,CR-ECO,LN-004,2025-07-13T20:44:00,2025-07-16T04:24:29,12.94,13.12,0
SHP-009247,ORD-009247,CR-STD,LN-025,2025-05-08T11:38:00,2025-05-06T06:31:49,10.09,0.0,1
SHP-009248,ORD-009248,CR-STD,LN-021,2025-03-20T00:29:00,2025-03-21T23:56:28,13.74,11.92,0
SHP-009249,ORD-009249,CR-REG,LN-024,2024-03-10T22:57:00,2024-03-13T07:25:07,17.34,13.24,0
SHP-009250,ORD-009250,CR-ECO,LN-015,2025-10-23T15:18:00,2025-10-20T19:33:35,7.29,0.0,1
SHP-009251,ORD-009251,CR-EXP,LN-007,2024-12-28T07:46:00,2024-12-27T20:04:58,23.32,0.0,1
SHP-009252,ORD-009252,CR-ECO,LN-018,2024-02-16T03:19:00,2024-02-15T02:59:06,12.54,0.0,1
SHP-009253,ORD-009253,CR-ECO,LN-010,2025-03-05T22:44:00,2025-03-05T15:34:41,8.58,0.0,1
SHP-009254,ORD-009254,CR-EXP,LN-014,2025-10-02T10:04:00,2025-10-03T16:13:06,26.96,9.4,0
SHP-009255,ORD-009255,CR-ECO,LN-011,2025-01-23T13:45:00,2025-01-20T10:58:53,8.72,0.0,1
SHP-009256,ORD-009256,CR-REG,LN-003,2025-02-12T08:54:00,2025-02-13T23:25:24,15.99,10.62,0
SHP-009257,ORD-009257,CR-REG,LN-003,2025-08-03T22:38:00,2025-08-07T06:23:20,15.19,16.63,0
